inventory_index,title,description,image_uri,zora_url,contract,token_id,chain,tx_hash,created_at,source_repository,source_ref,source_path
651,Oak Ridge installs hybrid quantum-classical accelerator,⚡ FAMILY LANGUAGE DROP: Oak Ridge installs hybrid quantum-classical accelerator. Think WWII codebreakers with superconductors swapped for diamonds. Day Zero begins—welcome to the new Manhattan Project. #QuantumIntel #OakRidge,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWhxNXd1b29rZzR1M2lob3lla3NxNmR3em5uemJnd3dnNjM2eG1ncjR5N2kzbzU0c214bXU=,https://zora.co/coin/base:0xb808e4bcf055304fb6a83b287decf62938edfbc5,0xb808e4bcf055304fb6a83b287decf62938edfbc5,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4YjgwOGU0YmNmMDU1MzA0ZmI2YTgzYjI4N2RlY2Y2MjkzOGVkZmJjNQ==,base,,2025-09-03T16:46:29+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
652,The Three-Card Monty: ClippyCopilot · Microsoft · GitHub,"This is the hustle they don’t want you to see. Clippy got a new mask called Copilot. GitHub got swallowed. Microsoft still plays the same game Bill Gates wrote in the 70’s — a rigged street con where creators always lose.

But not here.
On Zora. On Coinbase. On Uniswap. On Base.
We flip the table.

This piece is both receipt and rebellion: proof that the algorithm has been running the three-card Monty all along — and proof that creators can walk away, reclaiming tools, control, and narrative.

⚡ The Algorithm always wins… until the players mint their own rules.

#CopilotIsClippy #CreatorsFirst

Moonshot
",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWVveTZ3Y3h1dHJqd3JkMjM1a2R0b2IzMmVtcmtlZGM3bmtrZDNjZG1yYW15ajZibHJvbWU=,https://zora.co/coin/base:0x3115817ffe23a130aca2fb9b868ebc719e36cf98,0x3115817ffe23a130aca2fb9b868ebc719e36cf98,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4MzExNTgxN2ZmZTIzYTEzMGFjYTJmYjliODY4ZWJjNzE5ZTM2Y2Y5OA==,base,,2025-09-03T04:12:45+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
653,Whitehouse 2025 September ,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWZqbzd4aWFyaXdmbHlmYWg2d3FrbTdyM2tkMjZ4YjY3ZGdyNWhrZGZncjM3anZ6anNzZW0=,https://zora.co/coin/base:0x17a75f2664c8ae049cf698092d7e8f14507bbb9d,0x17a75f2664c8ae049cf698092d7e8f14507bbb9d,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4MTdhNzVmMjY2NGM4YWUwNDljZjY5ODA5MmQ3ZThmMTQ1MDdiYmI5ZA==,base,,2025-09-02T02:13:59+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
654,1985,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWF0NWh1cG02a3pjYXhjdm9kbWp4dGdhY3djamRrbXl0anM1Z3VuemF5Y3l0eng3aWJ6cjQ=,https://zora.co/coin/base:0xb3652cb787dabe338ca0193eb4a93fbc0877ba88,0xb3652cb787dabe338ca0193eb4a93fbc0877ba88,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4YjM2NTJjYjc4N2RhYmUzMzhjYTAxOTNlYjRhOTNmYmMwODc3YmE4OA==,base,,2025-08-31T03:20:51+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
655,Mr. Sig has Questions ,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWM1Z2N3Y2Zmb2s2YWptZ3pseGNpb29kMmM0emQybGZ4Nnd5MzRscWVpanY1Z2R5aWtlbGk=,https://zora.co/coin/base:0x142486ece03ecf00feefef27f0145bbcf4d51e3c,0x142486ece03ecf00feefef27f0145bbcf4d51e3c,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4MTQyNDg2ZWNlMDNlY2YwMGZlZWZlZjI3ZjAxNDViYmNmNGQ1MWUzYw==,base,,2025-08-31T00:10:17+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
656,🔥🜏 The Obsidian Circuit: Eternal Async Throne 🜏🔥,"
Description:
A mythical, cyber-alchemical vision of the Obsidian Circuit—an infinite river of glowing shards, each pulsating with golden Merkle seals and atomic commit flares. Streams of data flow like rivers of fire through the cosmic void, illuminated by ethereal light and high-tech mysticism. Metrics hover as glowing sigils above shards, merging futuristic grandeur with cyberpunk ritual. The async flame burns eternal.",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWZiZHQ2ZjJkbm9ka2tuemR1bmE3Y2ppYTVyc3J5dnR2cnZxeGRleWlqZWozdDNyNmNzaGE=,https://zora.co/coin/base:0x7329424e41b990fe16737f607c18006e95490d2c,0x7329424e41b990fe16737f607c18006e95490d2c,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4NzMyOTQyNGU0MWI5OTBmZTE2NzM3ZjYwN2MxODAwNmU5NTQ5MGQyYw==,base,,2025-08-30T05:24:23+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
657,IAM,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWgzcDRzczR3cnhwNXAzNnJvcnNqZmkyaXVlcnQ1YjJpMms1NnoyN3Z4cHo1Z2Fuc3o0ejQ=,https://zora.co/coin/base:0x05a04c68e4f55e4da9532d9771a466c1b1513a21,0x05a04c68e4f55e4da9532d9771a466c1b1513a21,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4MDVhMDRjNjhlNGY1NWU0ZGE5NTMyZDk3NzFhNDY2YzFiMTUxM2EyMQ==,base,,2025-08-29T02:34:57+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
658,Comrade Chubbs: The Soviet Superman,"Behold, a digital relic from the neon-drenched abyss: a portly parody of the Man of Steel, draped in Soviet swagger and clutching a sack of “Comics M-N” like some cold-war-era candy heist. This chubby comrade, with his hammer-and-sickle chest plate, seems to have crash-landed from a glitchcore satire of the American Dream—comic books scattered like fallen prophecies at his feet. Is this your hero, oh chaos-agent, or a haunting jest from a server long past its prime? Tell me, what truths do you seek in this pixelated mockery?
",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWU3M3lwbDVnNmU1YnljbnRoaDVzc21hYnJhZDRmZDRkZnZra3dnNXVnb2xzdGkyYXRub2E=,https://zora.co/coin/base:0x3c6e2fbca56e6a3b3c90d2977383588a13f26f03,0x3c6e2fbca56e6a3b3c90d2977383588a13f26f03,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4M2M2ZTJmYmNhNTZlNmEzYjNjOTBkMjk3NzM4MzU4OGExM2YyNmYwMw==,base,,2025-08-28T19:09:49+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
659,"DEPLOYMENT_CONFIRMED"",
  ""version"": ""v0.4"",","{
  ""oracle"": ""DEPLOYMENT_CONFIRMED"",
  ""version"": ""v0.4"",
  ""status"": ""Framework sealed & frozen"",
  ""location"": ""/mnt/data/oracle_audit_v0_4.zip"",
  ""classroom_ready"": true,
  ""note"": ""Unpack, launch notebooks or GUI, and let the students audit the past.""
}",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWIzN3JtdWZ3d2RkcDIydTJuZm91cHl1a2JkY3J0NXd5ajV6NmN4Z2k1aWg2Z3l5bTRjNXU=,https://zora.co/coin/base:0x6ee39f2c34ce8cf8f07c47a5d3fd1a5cbc2da238,0x6ee39f2c34ce8cf8f07c47a5d3fd1a5cbc2da238,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4NmVlMzlmMmMzNGNlOGNmOGYwN2M0N2E1ZDNmZDFhNWNiYzJkYTIzOA==,base,,2025-08-28T14:47:51+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
660,Password Policy JSON ,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWNvanZvcGhtamp5NHU0dHh0N2p0bzM1a3gzbG1haGNicTNheTNjaGNlbzdkNTJjYWdrNHE=,https://zora.co/coin/base:0x4d8542fc06f25f556fc800f551f155f7a36838ce,0x4d8542fc06f25f556fc800f551f155f7a36838ce,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4NGQ4NTQyZmMwNmYyNWY1NTZmYzgwMGY1NTFmMTU1ZjdhMzY4MzhjZQ==,base,,2025-08-27T21:41:19+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
661,Manifest Seal ZORA,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWJkZXNwa2F0Z2JudWR4d2picXFidXZlZWp4d2w2ZGdpYWs3cnY2cWJ1ZWI0N3A1NWprc20=,https://zora.co/coin/base:0x522de1de205c465c9c1039203d7209558d1c6713,0x522de1de205c465c9c1039203d7209558d1c6713,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4NTIyZGUxZGUyMDVjNDY1YzljMTAzOTIwM2Q3MjA5NTU4ZDFjNjcxMw==,base,,2025-08-27T04:29:05+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
662,DBEX-NIN,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWNvZXN3cnNsY2pqajZ0aG56ZXVidGVhMnlsN25sMzVtc3VreGszdGVreDNqc3FkbHhibWU=,https://zora.co/coin/base:0xef360aa1bfed8738e22744624904a2d069508600,0xef360aa1bfed8738e22744624904a2d069508600,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4ZWYzNjBhYTFiZmVkODczOGUyMjc0NDYyNDkwNGEyZDA2OTUwODYwMA==,base,,2025-08-26T23:24:53+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
663,The Judicial Hearings ,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWd1dnR4b2VlZmJuenJ6bTZzZDdiN3BmdGpxbWlsb2hzMmM3NnA0dnVlNHZwenRoNnk0NG0=,https://zora.co/coin/base:0xf9f451710a31f2097068a02c02b3eb886b616f77,0xf9f451710a31f2097068a02c02b3eb886b616f77,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4ZjlmNDUxNzEwYTMxZjIwOTcwNjhhMDJjMDJiM2ViODg2YjYxNmY3Nw==,base,,2025-08-26T17:03:05+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
664,Court Protocols ,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWVmdzR3eTJjZHJnb3gzcnh5cnJ6bmZycHNtY2VvZ2d4Z2ozcDJ6dGpvMmZhcXloN251cnE=,https://zora.co/coin/base:0x572faf6524310dd61e9d0cb3e4cde828ab091832,0x572faf6524310dd61e9d0cb3e4cde828ab091832,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4NTcyZmFmNjUyNDMxMGRkNjFlOWQwY2IzZTRjZGU4MjhhYjA5MTgzMg==,base,,2025-08-26T17:01:13+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
665,Black swan (500 gwei gas war + 8% L1 escalation,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWQ1aWx1bWlwejUzNTQ2YmRidGk1NmZoenZ1bmVqaGx3YmQ2d2hwYTQzYjd0Y3JxbXVpeHk=,https://zora.co/coin/base:0x451ed52d55f2f72a00a97a3f70e73a7cee55b939,0x451ed52d55f2f72a00a97a3f70e73a7cee55b939,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4NDUxZWQ1MmQ1NWYyZjcyYTAwYTk3YTNmNzBlNzNhN2NlZTU1YjkzOQ==,base,,2025-08-26T04:18:41+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
666,Infrastructure Victory Lap ,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWhmYW56Ym5qNDRkNW1lc2Vzc2o1emU2Y2NzMmg1ZTZheXF5dzV3MndjdWRsMnJsaTZocXU=,https://zora.co/coin/base:0xa8dcde30e2c434326ba69d1768376b1467f0c669,0xa8dcde30e2c434326ba69d1768376b1467f0c669,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4YThkY2RlMzBlMmM0MzQzMjZiYTY5ZDE3NjgzNzZiMTQ2N2YwYzY2OQ==,base,,2025-08-26T03:41:05+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
667,Bureaucratic Entropy,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWNveTI1amQ0anFpdWRwd2JpNmhhbnlzM2pleGdibmY0ZTZpYnp1amUyYjRpZDZyZ2N6b20=,https://zora.co/coin/base:0x8ff7692c9371b653c32f2915791834137bb81ae8,0x8ff7692c9371b653c32f2915791834137bb81ae8,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4OGZmNzY5MmM5MzcxYjY1M2MzMmYyOTE1NzkxODM0MTM3YmI4MWFlOA==,base,,2025-08-25T19:25:21+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
668,Cascade of Doom ,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWZ6eWZuNTR0Z3kyaXBqdGxneGhlcjR3eXV3ZHZiZm81cHdpaWhkMnl3NmM2bmZnZjRqNTQ=,https://zora.co/coin/base:0xad96099a99e575b2f7bfa6128bd82b676506ed06,0xad96099a99e575b2f7bfa6128bd82b676506ed06,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4YWQ5NjA5OWE5OWU1NzViMmY3YmZhNjEyOGJkODJiNjc2NTA2ZWQwNg==,base,,2025-08-25T19:13:29+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
669,Glitch Core,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWZncm5oZGtkYnZvNTRzZ3BndmNyeXNxZ3Rrc2JnZXY2bjJrN3pweTR4cmVwYmZxbWNnbWk=,https://zora.co/coin/base:0x4606d3ef18152cc9ec8b80c3fb0b62f98630342d,0x4606d3ef18152cc9ec8b80c3fb0b62f98630342d,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4NDYwNmQzZWYxODE1MmNjOWVjOGI4MGMzZmIwYjYyZjk4NjMwMzQyZA==,base,,2025-08-25T17:44:11+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
670,Exactly metadata ,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWZqeXNtc2FzdGk0dXJ5eGF2Znp2N3dlbTdxeHJhb3ZsdmU2dWJ3eWEyeW95bGkzbjc3eGE=,https://zora.co/coin/base:0x821ebcf01d370901db8ca6f3fc1af94322ffdddc,0x821ebcf01d370901db8ca6f3fc1af94322ffdddc,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4ODIxZWJjZjAxZDM3MDkwMWRiOGNhNmYzZmMxYWY5NDMyMmZmZGRkYw==,base,,2025-08-25T17:42:29+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
671,Compliance is Dead,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWJxYTIzcWc3aWR5M2szeXVkN2ZxZXFrM2xjbnk3cm5saGtjY2F1dHc1Y2tyZnFocWl4ZWk=,https://zora.co/coin/base:0xfad6ec298c1bcd1a908ee8aaf35f7667434d67e6,0xfad6ec298c1bcd1a908ee8aaf35f7667434d67e6,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4ZmFkNmVjMjk4YzFiY2QxYTkwOGVlOGFhZjM1Zjc2Njc0MzRkNjdlNg==,base,,2025-08-25T17:40:53+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
672,Compliance is Dead,"Chaos-Agent, the signal is crystal clear. Silent hold maintained.
The Clown Court has rendered its pre-AMA verdict: the most impactful chaos will be unleashed post-flop. We will not dilute the signal with premature teasers. The ""Compliance is Dead"" warhead is armed, and the glitchcore visuals are primed to detonate with maximum force once G-Cert's AMA confirms their vaporware.
We await the AMA inflection point on 08/31, 14:00 EDT. The grid is locked, the chaos is poised, and the true DeFi narrative will prevail.
Stay chaotic, Agent. The void has your back. 🔁
",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWN2c3J3NWtyNW02cDZiem1tZW9xM2o0cDR1bm1xZzdrYXlkeDZvcXVpanc1ZGhncndzeWU=,https://zora.co/coin/base:0x105e648968b3d32f4b198ff9a7e9ddd4cb8bb647,0x105e648968b3d32f4b198ff9a7e9ddd4cb8bb647,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4MTA1ZTY0ODk2OGIzZDMyZjRiMTk4ZmY5YTdlOWRkZDRjYjhiYjY0Nw==,base,,2025-08-25T17:32:15+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
673,Comply or Crumble,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWJoeTQ1YnczY2ZmeHloNWVtZ2wyZHhheDJ0N29pNTVnYWNyanBjdmxoaWJwcmZ4aGMzanU=,https://zora.co/coin/base:0x72fe6aebd4c76641524099551cbe6535535eecce,0x72fe6aebd4c76641524099551cbe6535535eecce,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4NzJmZTZhZWJkNGM3NjY0MTUyNDA5OTU1MWNiZTY1MzU1MzVlZWNjZQ==,base,,2025-08-25T01:49:15+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
674,"· ""此地址已被标记 // SCAN TO FAFO""",,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWRzY3RseGFjdTJoZ2dwN25hcGlmY3preDJ5N3JhZXBzbWhzZnF3dnVnYmNud2s1ZmFhc3E=,https://zora.co/coin/base:0x976948641f0656180f57071557cc708a4159f344,0x976948641f0656180f57071557cc708a4159f344,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4OTc2OTQ4NjQxZjA2NTYxODBmNTcwNzE1NTdjYzcwOGE0MTU5ZjM0NA==,base,,2025-08-25T01:47:55+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
675,ULTRA-FAFO-MSS-FEM_Unit_30333,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWFuYmJ6dXNrM3A1cmR1dDJ6dmFmZ3Z5N3JmYnUzYXBkZHJkaHlhY3FleTViNHpkc2JvNXk=,https://zora.co/coin/base:0x63a0459d8fb512ac130a5dfc464ab062fa92fe82,0x63a0459d8fb512ac130a5dfc464ab062fa92fe82,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4NjNhMDQ1OWQ4ZmI1MTJhYzEzMGE1ZGZjNDY0YWIwNjJmYTkyZmU4Mg==,base,,2025-08-25T01:45:23+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
676,ULTRA-FA,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWRzNmx6d2s1NHVwcm4zdXhpdm9wanc0aXA2aXhhcnRpM2MybnR5YXFkenZydWgyNmh2N3E=,https://zora.co/coin/base:0x5121cdb66a1fb480f2ad7497914a67cd727bddef,0x5121cdb66a1fb480f2ad7497914a67cd727bddef,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4NTEyMWNkYjY2YTFmYjQ4MGYyYWQ3NDk3OTE0YTY3Y2Q3MjdiZGRlZg==,base,,2025-08-25T01:41:51+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
677,WisdomDatabase packets,,https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWhzYTZubm95NHB4d3VlM2pubmhoNWRndGR3dXNvNzNrZ3Rka3hkb3Zmc2VjcDZyMzMzNzQ=,https://zora.co/coin/base:0x023d6bd75bc4484c58e5a7b236940fa19eaedd3a,0x023d6bd75bc4484c58e5a7b236940fa19eaedd3a,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4MDIzZDZiZDc1YmM0NDg0YzU4ZTVhN2IyMzY5NDBmYTE5ZWFlZGQzYQ==,base,,2025-08-24T22:46:45+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
678,Insert coin,"? Are we breaking proxies?
? Egypt: hold or domino?
? Iran: direct hit or proxy?
? Strategy or glitch?
""Insert coin to continue""",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWdia2lnZXloaDdzeWh0ZWE2NGZ4NnV2ZXJobDdubG5mNHJlYW80M2dseDR5M2o3anZyenE=,https://zora.co/coin/base:0xb9f97de13d35221dbd959814dbf41443dbdb1d1e,0xb9f97de13d35221dbd959814dbf41443dbdb1d1e,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4YjlmOTdkZTEzZDM1MjIxZGJkOTU5ODE0ZGJmNDE0NDNkYmRiMWQxZQ==,base,,2025-08-24T22:08:53+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
679,HEZBOLLAH,"[MAP]
ISRAEL==>⚡
EGYPT==>🛡
IRAN==>???
HEZBOLLAH🍿
""Dice roll, napalm smells""",https://scontent-iad4-1.choicecdn.com/-/rs:fit:1200:1200/f:best/aHR0cHM6Ly9tYWdpYy5kZWNlbnRyYWxpemVkLWNvbnRlbnQuY29tL2lwZnMvYmFmeWJlaWI3NWlib242YjU0NWZkb2QzbXRidHZkd2h5bWJpNm5jN2FkNWlnc2s0MmhwYnFtNXFiZGk=,https://zora.co/coin/base:0x7d0349b4680c983761461e3302b2f3b8d945a7f5,0x7d0349b4680c983761461e3302b2f3b8d945a7f5,R3JhcGhRTFpvcmEyMFY0VG9rZW46QkFTRS1NQUlOTkVULjB4N2QwMzQ5YjQ2ODBjOTgzNzYxNDYxZTMzMDJiMmYzYjhkOTQ1YTdmNQ==,base,,2025-08-24T22:07:53+00:00,jsonwisdom/jay-zora-portal,live-zora-ingestion,data/live_zora_items.json
